loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,zip_code,addr_state,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
4000,36 months,10+ years,MORTGAGE,75000,Not Verified,770xx,TX,0,0,16,0,6855,53.60%,35,Fully Paid
18000,36 months,2 years,RENT,56000,Verified,322xx,FL,0,2,9,0,18451,65.20%,16,Fully Paid
3000,36 months,2 years,RENT,53000,Verified,240xx,VA,0,0,4,0,722,3.20%,23,Fully Paid
5000,36 months,3 years,RENT,34000,Not Verified,920xx,CA,1,0,11,0,5748,12.30%,24,Fully Paid
5000,36 months,3 years,RENT,32000,Not Verified,334xx,FL,0,0,6,0,695,8.20%,8,Fully Paid
3200,36 months,< 1 year,RENT,20000,Not Verified,021xx,MA,0,0,12,0,1715,39.90%,14,Fully Paid
4500,36 months,< 1 year,MORTGAGE,52692,Not Verified,402xx,KY,1,0,9,0,850,14.20%,25,Fully Paid
10000,36 months,< 1 year,RENT,35004,Source Verified,127xx,NY,0,0,10,0,10638,61.80%,26,Fully Paid
10000,36 months,10+ years,MORTGAGE,90000,Verified,935xx,CA,0,1,17,0,28872,21.10%,31,Fully Paid
9600,36 months,3 years,RENT,22000,Source Verified,320xx,FL,0,0,4,0,11246,93.70%,13,Fully Paid
13000,36 months,4 years,RENT,90000,Not Verified,922xx,CA,0,0,12,0,9957,29.60%,26,Fully Paid
4800,36 months,2 years,MORTGAGE,77350,Not Verified,080xx,NJ,0,3,16,0,19146,33.90%,25,Fully Paid
8000,36 months,1 year,RENT,35000,Not Verified,441xx,OH,0,2,6,0,2722,36.80%,8,Fully Paid
13650,36 months,2 years,RENT,63936,Verified,770xx,TX,1,1,11,0,34847,68.10%,36,Fully Paid
10000,36 months,4 years,RENT,55000,Not Verified,337xx,FL,0,0,9,0,20344,86%,15,Fully Paid
11200,36 months,6 years,RENT,63800,Verified,926xx,CA,0,3,7,0,8897,19.10%,7,Charged Off
10000,36 months,10+ years,MORTGAGE,36000,Not Verified,980xx,WA,0,1,4,0,6729,97.50%,5,Charged Off
15000,36 months,2 years,RENT,63000,Source Verified,329xx,FL,0,0,10,0,26803,92.70%,17,Fully Paid
10800,36 months,< 1 year,MORTGAGE,135000,Source Verified,945xx,CA,0,2,7,0,10232,19.10%,31,Fully Paid
3200,36 months,2 years,RENT,41745,Not Verified,802xx,CO,0,1,9,0,6479,38.10%,13,Fully Paid
8000,36 months,3 years,MORTGAGE,99996,Not Verified,021xx,MA,1,0,6,0,5262,28.40%,18,Fully Paid
2400,36 months,7 years,RENT,54500,Verified,201xx,VA,0,1,5,0,2184,72.10%,12,Fully Paid
15250,36 months,8 years,MORTGAGE,72000,Not Verified,402xx,KY,0,3,6,0,6759,0%,9,Fully Paid
2500,36 months,10+ years,MORTGAGE,63000,Not Verified,439xx,OH,0,1,7,0,27222,42.90%,17,Fully Paid
8000,36 months,5 years,RENT,51000,Verified,672xx,KS,0,3,4,0,132,6.60%,13,Fully Paid
16000,36 months,< 1 year,OTHER,58000,Verified,850xx,AZ,0,0,12,0,10144,15.60%,18,Fully Paid
3000,36 months,4 years,RENT,24000,Not Verified,787xx,TX,0,0,4,0,1870,5.50%,5,Fully Paid
15000,36 months,9 years,MORTGAGE,31000,Source Verified,304xx,GA,0,2,3,0,4923,70.30%,8,Fully Paid
6000,36 months,< 1 year,RENT,54000,Not Verified,432xx,OH,0,1,3,0,1510,50.30%,16,Fully Paid
10500,36 months,6 years,MORTGAGE,60000,Verified,660xx,KS,0,3,15,0,24151,61.10%,19,Fully Paid
13000,36 months,3 years,MORTGAGE,35000,Verified,402xx,KY,0,3,9,0,21124,87.30%,9,Fully Paid
6000,36 months,10+ years,MORTGAGE,200004,Source Verified,077xx,NJ,0,3,11,0,7926,49.80%,15,Fully Paid
7000,36 months,2 years,RENT,70000,Source Verified,112xx,NY,0,0,9,0,8299,58.90%,12,Fully Paid
7600,36 months,2 years,RENT,33000,Not Verified,433xx,OH,0,2,13,0,1805,8.70%,50,Fully Paid
10000,36 months,10+ years,OTHER,125004,Verified,028xx,RI,1,2,13,0,12403,39.80%,35,Fully Paid
10000,36 months,8 years,MORTGAGE,165996,Verified,405xx,KY,0,1,15,0,56153,44.30%,43,Fully Paid
3600,36 months,< 1 year,RENT,42000,Not Verified,705xx,LA,0,0,6,0,2521,22.10%,16,Fully Paid
3600,36 months,3 years,RENT,82300,Verified,900xx,CA,0,0,10,0,849,1.90%,27,Fully Paid
6000,36 months,2 years,RENT,47581,Not Verified,554xx,MN,0,1,7,0,18634,70.60%,17,Fully Paid
11400,36 months,10+ years,MORTGAGE,63000,Verified,445xx,OH,0,1,11,0,18212,56.40%,37,Fully Paid
16000,36 months,< 1 year,RENT,66996,Source Verified,207xx,MD,1,2,11,0,5636,49.90%,27,Fully Paid
6000,36 months,1 year,RENT,35004,Not Verified,190xx,PA,0,2,4,0,1003,43.60%,10,Fully Paid
15200,36 months,10+ years,MORTGAGE,52000,Not Verified,362xx,AL,0,0,12,0,32709,53.60%,27,Fully Paid
14000,36 months,2 years,MORTGAGE,32000,Verified,294xx,SC,0,2,11,0,4577,16.20%,49,Fully Paid
8500,36 months,< 1 year,RENT,32000,Verified,554xx,MN,0,0,7,0,9172,44.70%,11,Fully Paid
10000,36 months,4 years,RENT,31200,Verified,770xx,TX,0,2,7,0,944,19.70%,23,Charged Off
10200,36 months,2 years,MORTGAGE,106000,Source Verified,750xx,TX,0,0,11,0,9943,10.90%,31,Fully Paid
6000,36 months,< 1 year,RENT,71599,Verified,956xx,CA,0,0,4,0,257,3.60%,10,Fully Paid
15200,36 months,1 year,OWN,50000,Verified,750xx,TX,0,3,8,0,2140,6%,11,Fully Paid
10000,36 months,4 years,RENT,34000,Verified,030xx,NH,0,0,6,0,22556,73%,8,Fully Paid
10800,36 months,2 years,MORTGAGE,107000,Not Verified,018xx,MA,0,0,15,0,4229,7.10%,32,Fully Paid
6500,36 months,2 years,MORTGAGE,73000,Source Verified,244xx,VA,0,1,4,0,0,,22,Charged Off
18000,36 months,3 years,MORTGAGE,30144,Not Verified,721xx,AR,0,0,5,0,22099,84.70%,8,Fully Paid
20000,36 months,10+ years,MORTGAGE,116004,Not Verified,144xx,NY,0,2,10,0,0,0%,33,Fully Paid
5800,36 months,5 years,RENT,85000,Not Verified,201xx,VA,0,0,9,0,6419,45.50%,10,Fully Paid
5500,36 months,1 year,MORTGAGE,68000,Source Verified,554xx,MN,1,0,6,1,10311,88.90%,6,Fully Paid
5000,36 months,5 years,RENT,54996,Source Verified,750xx,TX,0,0,8,0,6576,25.20%,20,Fully Paid
15000,36 months,< 1 year,MORTGAGE,100000,Verified,950xx,CA,0,1,16,0,21267,33.90%,29,Fully Paid
18000,36 months,2 years,RENT,65000,Verified,926xx,CA,0,1,9,1,21438,90.60%,15,Charged Off
15000,36 months,2 years,MORTGAGE,80600,Verified,328xx,FL,0,0,8,0,11774,44.40%,18,Fully Paid
8000,36 months,6 years,RENT,65000,Not Verified,101xx,NY,0,0,5,0,3845,25.60%,14,Fully Paid
9000,36 months,2 years,RENT,72000,Not Verified,132xx,NY,1,0,7,0,8081,58.10%,13,Fully Paid
5400,36 months,5 years,RENT,35000,Not Verified,727xx,AR,0,2,8,0,7828,23.90%,16,Fully Paid
12000,36 months,< 1 year,RENT,50004,Not Verified,176xx,PA,0,2,13,0,11660,67%,17,Fully Paid
6000,36 months,4 years,MORTGAGE,70000,Not Verified,891xx,NV,0,1,13,0,22713,43.10%,17,Fully Paid
1000,36 months,3 years,RENT,24000,Not Verified,787xx,TX,0,0,8,1,2533,38.40%,19,Fully Paid
15000,36 months,1 year,RENT,55000,Source Verified,980xx,WA,0,0,9,0,9483,57.80%,20,Fully Paid
2500,36 months,10+ years,RENT,25800,Not Verified,329xx,FL,0,0,9,0,1838,73.50%,11,Fully Paid
1200,36 months,< 1 year,RENT,18300,Not Verified,019xx,MA,0,0,3,0,1716,71.50%,4,Fully Paid
15000,36 months,10+ years,MORTGAGE,48000,Not Verified,902xx,CA,0,0,7,0,10,0.10%,31,Fully Paid
4000,36 months,< 1 year,RENT,36300,Not Verified,913xx,CA,0,0,4,0,1410,67.10%,5,Fully Paid
3500,36 months,10+ years,MORTGAGE,68004,Not Verified,767xx,TX,0,3,4,0,53059,89.90%,35,Fully Paid
20000,36 months,5 years,RENT,110000,Verified,941xx,CA,1,0,13,0,25277,80.80%,24,Fully Paid
6000,36 months,5 years,RENT,80000,Not Verified,554xx,MN,0,0,10,0,12454,29.80%,29,Fully Paid
8200,36 months,4 years,RENT,34000,Source Verified,843xx,UT,0,1,6,0,6383,48.70%,13,Fully Paid
7200,36 months,1 year,OWN,42996,Not Verified,152xx,PA,0,1,3,0,1621,40.50%,6,Fully Paid
6400,36 months,10+ years,MORTGAGE,60000,Not Verified,111xx,NY,0,2,9,0,3391,6.20%,18,Fully Paid
9800,36 months,1 year,MORTGAGE,71000,Not Verified,801xx,CO,0,0,12,1,9630,36.60%,19,Fully Paid
12000,36 months,10+ years,RENT,60000,Not Verified,337xx,FL,0,2,7,0,19817,61.40%,32,Fully Paid
16000,36 months,1 year,RENT,300000,Verified,941xx,CA,0,0,10,0,41491,60.90%,21,Fully Paid
5600,36 months,3 years,MORTGAGE,75000,Source Verified,852xx,AZ,0,1,6,0,0,0%,31,Fully Paid
1000,36 months,1 year,RENT,25000,Not Verified,959xx,CA,0,0,8,0,3106,31.40%,19,Fully Paid
15000,36 months,10+ years,MORTGAGE,130000,Verified,853xx,AZ,0,0,12,0,9642,30%,22,Fully Paid
3200,36 months,< 1 year,RENT,39000,Not Verified,322xx,FL,0,2,9,0,6039,28.10%,10,Fully Paid
7750,36 months,2 years,RENT,49000,Not Verified,030xx,NH,0,0,12,0,6720,19%,26,Fully Paid
9500,36 months,5 years,RENT,55000,Verified,787xx,TX,0,0,9,0,28962,66.90%,24,Fully Paid
25000,36 months,10+ years,RENT,96000,Verified,077xx,NJ,0,0,11,0,39502,87.60%,19,Fully Paid
3000,36 months,< 1 year,RENT,56160,Not Verified,907xx,CA,0,0,6,0,15198,84%,15,Fully Paid
10000,36 months,5 years,RENT,35000,Not Verified,981xx,WA,0,0,7,0,9985,52.30%,14,Fully Paid
9000,36 months,10+ years,OWN,98736,Not Verified,030xx,NH,0,0,9,0,36192,84.60%,19,Charged Off
8500,36 months,< 1 year,RENT,45000,Not Verified,130xx,NY,0,1,11,0,14439,32.20%,20,Fully Paid
5000,36 months,4 years,RENT,58106,Verified,641xx,MO,0,0,9,0,11,0.10%,16,Charged Off
7000,36 months,2 years,RENT,24996,Not Verified,314xx,GA,0,1,4,0,4702,61.90%,12,Fully Paid
25000,36 months,2 years,RENT,120000,Verified,194xx,PA,1,1,10,0,3173,6.20%,18,Fully Paid
3800,36 months,6 years,RENT,36996,Not Verified,926xx,CA,0,0,3,0,168,56%,4,Fully Paid
6000,36 months,1 year,RENT,39000,Not Verified,152xx,PA,0,0,11,0,4487,11.10%,16,Fully Paid
3600,36 months,1 year,RENT,44094,Not Verified,770xx,TX,0,2,6,0,1060,8.60%,9,Fully Paid
18000,36 months,1 year,MORTGAGE,108000,Not Verified,957xx,CA,0,1,8,0,14191,61.20%,25,Fully Paid
8000,36 months,1 year,MORTGAGE,50000,Not Verified,441xx,OH,0,2,8,0,9287,27.90%,20,Fully Paid
9000,36 months,< 1 year,RENT,80000,Not Verified,194xx,PA,1,0,4,0,3230,10.30%,4,Fully Paid
12450,36 months,2 years,RENT,42996,Not Verified,532xx,WI,0,2,5,0,7722,82.10%,6,Fully Paid
4000,36 months,1 year,RENT,81996,Not Verified,115xx,NY,0,1,15,0,36462,81%,20,Fully Paid
20000,36 months,2 years,MORTGAGE,42000,Not Verified,488xx,MI,0,5,6,0,1954,6.40%,14,Fully Paid
6400,36 months,< 1 year,RENT,25000,Not Verified,959xx,CA,0,0,7,0,4072,23.80%,12,Fully Paid
3000,36 months,2 years,MORTGAGE,41600,Not Verified,740xx,OK,1,3,9,0,4285,44.60%,14,Fully Paid
10000,36 months,< 1 year,RENT,35364,Not Verified,208xx,MD,0,0,9,0,12255,24.20%,21,Fully Paid
12000,36 months,3 years,OTHER,96000,Not Verified,220xx,VA,1,1,9,0,24249,97%,22,Fully Paid
9000,36 months,10+ years,OWN,57000,Verified,146xx,NY,0,0,7,0,57033,29.80%,27,Fully Paid
9600,36 months,< 1 year,MORTGAGE,70000,Verified,163xx,PA,0,0,15,0,22875,86%,31,Fully Paid
18000,36 months,10+ years,RENT,70000,Not Verified,606xx,IL,1,0,6,0,11286,69.50%,7,Fully Paid
6600,36 months,6 years,MORTGAGE,30000,Not Verified,554xx,MN,0,2,6,0,6593,55.90%,12,Fully Paid
3500,36 months,< 1 year,MORTGAGE,128000,Verified,211xx,MD,0,3,19,0,16146,54.40%,54,Charged Off
1500,36 months,2 years,MORTGAGE,24000,Not Verified,065xx,CT,0,0,7,0,0,0%,8,Fully Paid
2750,36 months,5 years,MORTGAGE,80000,Not Verified,302xx,GA,0,1,3,0,64,1.20%,4,Fully Paid
8000,36 months,10+ years,OWN,44000,Not Verified,300xx,GA,0,0,8,0,24142,49.40%,23,Fully Paid
9575,36 months,2 years,OWN,56996,Source Verified,941xx,CA,0,0,11,0,8305,26.90%,15,Fully Paid
10000,36 months,10+ years,MORTGAGE,48000,Source Verified,453xx,OH,0,2,6,0,9660,60.40%,17,Fully Paid
2000,36 months,3 years,RENT,25000,Not Verified,761xx,TX,0,0,5,0,635,42.30%,6,Charged Off
3600,36 months,3 years,RENT,30000,Not Verified,532xx,WI,0,0,4,1,1,0%,5,Fully Paid
4500,36 months,1 year,RENT,12000,Not Verified,605xx,IL,0,0,5,0,1950,67.20%,6,Fully Paid
5200,36 months,2 years,MORTGAGE,81000,Source Verified,183xx,PA,0,1,6,0,25972,89.60%,13,Fully Paid
15000,36 months,1 year,MORTGAGE,85000,Verified,207xx,MD,0,0,17,0,27662,73.40%,41,Fully Paid
3600,36 months,7 years,RENT,37000,Verified,328xx,FL,1,1,4,0,3437,90.40%,13,Fully Paid
2775,36 months,< 1 year,RENT,18460,Not Verified,554xx,MN,0,1,6,0,1223,6.60%,12,Fully Paid
17500,36 months,3 years,MORTGAGE,117500,Verified,069xx,CT,0,2,14,0,3524,8.70%,28,Fully Paid
14000,36 months,2 years,RENT,125000,Not Verified,932xx,CA,0,0,9,0,17649,58.10%,18,Fully Paid
10000,36 months,< 1 year,OWN,180000,Verified,483xx,MI,0,1,19,0,22141,15.20%,35,Fully Paid
1500,36 months,8 years,MORTGAGE,60000,Not Verified,303xx,GA,0,1,6,0,2287,47.60%,9,Charged Off
6400,36 months,6 years,RENT,80000,Source Verified,606xx,IL,0,1,13,0,22630,53.90%,30,Fully Paid
25000,36 months,1 year,MORTGAGE,76000,Verified,775xx,TX,0,2,13,0,165,2.50%,31,Charged Off
10000,36 months,10+ years,RENT,26000,Not Verified,913xx,CA,0,1,3,0,5785,54.60%,5,Charged Off
10000,36 months,1 year,RENT,87996,Verified,605xx,IL,0,2,15,0,12125,69.30%,28,Fully Paid
10000,36 months,1 year,RENT,42000,Not Verified,334xx,FL,0,1,10,0,974,4.50%,19,Fully Paid
4000,36 months,10+ years,MORTGAGE,26004,Not Verified,481xx,MI,0,3,6,0,2229,58.70%,10,Fully Paid
9000,36 months,4 years,OTHER,112000,Verified,452xx,OH,0,1,13,0,1074,3.90%,25,Fully Paid
5000,36 months,1 year,MORTGAGE,79000,Source Verified,945xx,CA,0,2,6,0,33,0.20%,14,Fully Paid
13000,36 months,< 1 year,RENT,43200,Source Verified,060xx,CT,0,0,4,0,2350,63.50%,10,Fully Paid
9000,36 months,2 years,MORTGAGE,91992,Source Verified,316xx,GA,0,2,12,0,42813,0%,28,Charged Off
19200,36 months,1 year,MORTGAGE,58650,Source Verified,326xx,FL,0,0,6,0,20732,96%,22,Fully Paid
9000,36 months,5 years,RENT,35000,Source Verified,199xx,DE,0,2,5,0,8534,29.30%,10,Fully Paid
5000,36 months,1 year,RENT,38000,Not Verified,958xx,CA,0,1,3,0,260,10.40%,8,Fully Paid
18000,36 months,9 years,MORTGAGE,72000,Verified,432xx,OH,0,2,16,0,23518,32.90%,34,Fully Paid
4000,36 months,< 1 year,RENT,17600,Not Verified,302xx,GA,0,0,3,0,301,8.90%,5,Fully Paid
4500,36 months,5 years,RENT,38000,Not Verified,283xx,SC,0,1,4,0,752,27.90%,7,Charged Off
15250,36 months,3 years,MORTGAGE,60000,Verified,806xx,CO,0,1,9,0,51790,96.10%,31,Charged Off
12000,36 months,2 years,OWN,36000,Not Verified,304xx,GA,0,2,9,0,13376,33.90%,19,Fully Paid
2000,36 months,1 year,RENT,53117,Verified,100xx,NY,0,0,8,0,16306,95.90%,16,Fully Paid
1600,36 months,10+ years,RENT,8088,Not Verified,801xx,CO,0,2,4,0,2816,93.90%,8,Fully Paid
4000,36 months,2 years,OWN,22000,Not Verified,395xx,MS,1,2,7,0,555,3.90%,12,Fully Paid
14000,36 months,4 years,RENT,37148.8,Source Verified,328xx,FL,0,1,7,0,1840,26.70%,13,Fully Paid
12000,36 months,< 1 year,RENT,80000,Source Verified,735xx,OK,0,3,12,0,8762,31.90%,32,Fully Paid
5000,36 months,2 years,RENT,46800,Not Verified,563xx,MN,0,0,4,0,1767,14.70%,11,Fully Paid
6000,36 months,6 years,RENT,88020,Verified,950xx,CA,0,0,20,0,24214,68%,41,Fully Paid
8000,36 months,6 years,MORTGAGE,49716,Verified,197xx,DE,0,0,6,0,1575,21.90%,31,Fully Paid
4500,36 months,< 1 year,RENT,48500,Verified,921xx,CA,0,2,8,0,5198,41.60%,12,Fully Paid
10000,36 months,1 year,RENT,45000,Source Verified,945xx,CA,0,0,9,0,13575,73.80%,13,Charged Off
8000,36 months,5 years,MORTGAGE,72000,Verified,919xx,CA,0,0,9,0,54855,10.80%,23,Fully Paid
9600,36 months,3 years,OTHER,40000,Not Verified,717xx,AR,2,0,13,0,4485,25.80%,23,Charged Off
10000,36 months,1 year,RENT,48000,Source Verified,024xx,MA,1,3,14,0,7350,13.80%,30,Fully Paid
16750,36 months,4 years,MORTGAGE,60000,Verified,330xx,FL,0,0,6,0,25409,38.10%,15,Fully Paid
8250,36 months,8 years,MORTGAGE,39600,Source Verified,431xx,OH,0,2,17,0,29576,41.10%,48,Fully Paid
12000,36 months,< 1 year,OWN,92000,Verified,913xx,CA,2,2,6,0,752,2.50%,8,Charged Off
10000,36 months,1 year,OTHER,37800,Verified,080xx,NJ,0,3,9,0,26788,65.20%,24,Charged Off
4200,36 months,< 1 year,MORTGAGE,18701,Not Verified,440xx,OH,0,1,6,0,2255,37.60%,7,Fully Paid
4200,36 months,1 year,RENT,43000,Not Verified,495xx,MI,0,1,12,0,9753,95.90%,12,Fully Paid
10000,36 months,5 years,MORTGAGE,75000,Not Verified,122xx,NY,0,0,9,0,9484,83.90%,29,Fully Paid
5600,36 months,2 years,OWN,32500,Not Verified,865xx,AZ,0,2,9,0,3805,48.80%,12,Fully Paid
1500,36 months,7 years,MORTGAGE,30000,Not Verified,197xx,DE,1,2,6,0,10926,72.40%,15,Fully Paid
5300,36 months,10+ years,MORTGAGE,30929.6,Verified,427xx,KY,0,1,6,0,1674,8.80%,20,Fully Paid
7100,36 months,6 years,MORTGAGE,65004,Not Verified,240xx,VA,0,3,10,0,4409,12.40%,22,Fully Paid
15000,36 months,9 years,MORTGAGE,121900,Verified,331xx,FL,1,1,17,0,0,0%,41,Charged Off
20000,36 months,10+ years,MORTGAGE,78000,Not Verified,604xx,IL,0,2,12,0,19367,49.90%,31,Fully Paid
4800,36 months,9 years,MORTGAGE,62000,Source Verified,959xx,CA,0,4,8,0,3473,10.70%,18,Fully Paid
7200,36 months,4 years,RENT,50004,Not Verified,303xx,GA,0,2,16,0,19434,43.20%,21,Fully Paid
8000,36 months,< 1 year,MORTGAGE,30000,Not Verified,432xx,OH,1,0,7,0,21202,88%,19,Fully Paid
11000,36 months,10+ years,RENT,70000,Not Verified,967xx,HI,0,0,10,0,9649,50.50%,14,Charged Off
4000,36 months,5 years,OWN,28000,Verified,949xx,CA,0,0,8,0,4071,78.30%,9,Fully Paid
9800,36 months,4 years,MORTGAGE,34000,Not Verified,338xx,FL,0,0,14,0,16248,23.90%,48,Fully Paid
8000,36 months,10+ years,MORTGAGE,135000,Not Verified,201xx,VA,0,0,9,0,79821,37.10%,14,Fully Paid
5000,36 months,5 years,RENT,34152,Source Verified,190xx,PA,0,2,5,0,445,89%,7,Fully Paid
12500,36 months,4 years,RENT,60000,Source Verified,600xx,IL,0,1,11,0,12663,34.40%,21,Fully Paid
4750,36 months,< 1 year,MORTGAGE,45204,Source Verified,480xx,MI,0,1,26,0,26272,33.70%,49,Fully Paid
10000,36 months,4 years,MORTGAGE,100000,Source Verified,119xx,NY,1,1,8,0,46268,92.90%,21,Charged Off
12000,36 months,3 years,RENT,45996,Not Verified,087xx,NJ,0,0,8,0,7805,41.90%,17,Fully Paid
9600,36 months,2 years,RENT,44000,Not Verified,604xx,IL,1,0,11,0,7491,71.30%,23,Fully Paid
12800,36 months,3 years,RENT,75000,Not Verified,786xx,TX,1,2,10,0,24769,90.10%,28,Fully Paid
19650,36 months,10+ years,RENT,51295,Source Verified,152xx,PA,0,0,9,0,43620,92.90%,12,Fully Paid
5000,36 months,2 years,RENT,57000,Not Verified,846xx,UT,0,2,9,0,3335,45.10%,13,Charged Off
5500,36 months,8 years,RENT,26784,Not Verified,770xx,TX,0,3,11,0,12041,59.30%,21,Fully Paid
12000,36 months,7 years,RENT,84000,Not Verified,918xx,CA,0,0,8,1,15127,45.60%,12,Fully Paid
12000,36 months,1 year,RENT,56100,Verified,980xx,WA,0,1,19,0,7810,37.50%,22,Fully Paid
4000,36 months,10+ years,OWN,38000,Not Verified,177xx,PA,0,0,7,0,3199,7.40%,23,Fully Paid
5000,36 months,1 year,RENT,34500,Source Verified,112xx,NY,0,1,5,0,693,23.10%,9,Fully Paid
12800,36 months,2 years,RENT,62000,Verified,941xx,CA,0,0,7,0,6214,20.80%,13,Fully Paid
6000,36 months,10+ years,RENT,52000,Not Verified,021xx,MA,0,1,13,0,7160,62.30%,23,Fully Paid
7200,36 months,10+ years,MORTGAGE,44004,Source Verified,453xx,OH,0,0,9,0,9144,25.50%,25,Fully Paid
6000,36 months,2 years,MORTGAGE,40000,Not Verified,951xx,CA,0,0,3,0,297,5.80%,8,Fully Paid
10000,36 months,4 years,RENT,132000,Source Verified,069xx,CT,0,0,10,0,3462,21.60%,39,Fully Paid
10000,36 months,3 years,MORTGAGE,60000,Not Verified,212xx,MD,0,0,7,0,1858,12.70%,11,Fully Paid
6000,36 months,1 year,RENT,70000,Not Verified,100xx,NY,0,0,6,0,4965,53.40%,9,Fully Paid
15000,36 months,2 years,MORTGAGE,50000,Source Verified,342xx,FL,0,1,6,0,5918,98.60%,17,Charged Off
10000,36 months,10+ years,RENT,48000,Verified,631xx,MO,0,0,6,1,3996,97.50%,27,Charged Off
6250,36 months,3 years,MORTGAGE,43000,Verified,488xx,MI,0,1,11,0,2094,7.70%,28,Fully Paid
12800,36 months,10+ years,MORTGAGE,109000,Not Verified,802xx,CO,0,0,12,0,39311,85.80%,25,Fully Paid
12000,36 months,1 year,RENT,75000,Source Verified,550xx,MN,0,0,11,0,2300,11.30%,21,Fully Paid
4800,36 months,10+ years,MORTGAGE,64000,Not Verified,234xx,VA,1,3,12,0,9878,56.40%,47,Fully Paid
25000,36 months,6 years,RENT,115000,Verified,903xx,CA,0,1,9,0,30215,49.60%,17,Charged Off
20000,36 months,3 years,MORTGAGE,138996,Verified,024xx,MA,0,0,8,0,7629,25.30%,21,Fully Paid
11000,36 months,1 year,MORTGAGE,24000,Not Verified,794xx,TX,0,0,7,0,8476,42.20%,8,Fully Paid
20000,36 months,2 years,RENT,101004,Source Verified,934xx,CA,1,0,6,0,18606,67.50%,9,Fully Paid
20000,36 months,5 years,MORTGAGE,44600,Verified,996xx,AK,0,1,12,0,22828,21.40%,30,Fully Paid
7000,36 months,4 years,RENT,27000,Source Verified,081xx,NJ,0,0,9,0,7494,94.90%,19,Fully Paid
25000,36 months,1 year,RENT,89900,Verified,201xx,VA,0,1,17,0,30523,77.70%,29,Fully Paid
17400,36 months,2 years,MORTGAGE,107000,Not Verified,394xx,MS,0,0,13,0,35598,57.90%,41,Fully Paid
12000,36 months,9 years,MORTGAGE,68000,Not Verified,852xx,AZ,0,2,7,0,43863,63.70%,28,Fully Paid
5000,36 months,1 year,RENT,80004,Not Verified,921xx,CA,1,0,4,0,3048,33.90%,18,Fully Paid
5000,36 months,2 years,RENT,107028,Verified,222xx,VA,0,0,5,0,4233,46%,7,Charged Off
2000,36 months,5 years,MORTGAGE,64000,Not Verified,672xx,KS,0,0,7,0,0,0%,15,Fully Paid
15000,36 months,7 years,RENT,73500,Not Verified,761xx,TX,0,2,22,0,49542,54.60%,55,Fully Paid
19750,36 months,3 years,MORTGAGE,65000,Not Verified,640xx,MO,0,1,8,0,11667,33.10%,24,Charged Off
7000,36 months,2 years,MORTGAGE,92004,Source Verified,956xx,CA,1,0,5,0,962,4.60%,32,Fully Paid
12250,36 months,4 years,RENT,24000,Not Verified,852xx,AZ,0,1,6,0,4850,53.90%,11,Charged Off
6700,36 months,< 1 year,OWN,13500,Not Verified,755xx,TX,0,0,4,0,35,1.70%,5,Fully Paid
10000,36 months,3 years,RENT,21000,Not Verified,141xx,NY,0,1,10,0,6711,53.30%,14,Fully Paid
15000,36 months,3 years,OTHER,58000,Source Verified,200xx,DC,0,2,8,0,15166,94.80%,13,Fully Paid
1600,36 months,5 years,MORTGAGE,25700,Source Verified,992xx,WA,0,0,9,1,0,0%,14,Fully Paid
5600,36 months,6 years,MORTGAGE,35000,Not Verified,541xx,WI,0,1,8,0,15341,40.20%,41,Charged Off
5000,36 months,8 years,RENT,30000,Verified,783xx,TX,0,1,4,0,724,2.80%,5,Fully Paid
24000,36 months,< 1 year,MORTGAGE,100000,Verified,200xx,DC,0,3,5,0,5,0.20%,10,Fully Paid
5500,36 months,2 years,RENT,43004,Not Verified,114xx,NY,1,2,12,0,1953,57.40%,24,Fully Paid
2000,36 months,10+ years,RENT,19632,Not Verified,975xx,OR,0,1,4,0,6191,72%,7,Fully Paid
8400,36 months,< 1 year,RENT,62000,Not Verified,914xx,CA,0,3,9,0,9631,74.70%,25,Fully Paid
4500,36 months,2 years,MORTGAGE,82000,Verified,958xx,CA,2,1,6,1,0,0%,13,Fully Paid
7200,36 months,3 years,RENT,88500,Verified,941xx,CA,0,1,15,0,28767,74.90%,35,Fully Paid
10000,36 months,5 years,RENT,47004,Not Verified,725xx,AR,0,2,3,0,0,,31,Fully Paid
9500,36 months,3 years,RENT,72000,Source Verified,532xx,WI,0,7,5,0,700,14.60%,25,Fully Paid
9000,36 months,3 years,MORTGAGE,40000,Not Verified,633xx,MO,0,1,3,1,1813,27.10%,15,Fully Paid
1500,36 months,2 years,RENT,75764,Verified,980xx,WA,0,0,4,0,457,18%,13,Fully Paid
8500,36 months,1 year,OWN,22000,Not Verified,917xx,CA,0,1,9,0,11131,57.70%,10,Charged Off
20000,36 months,10+ years,MORTGAGE,120000,Verified,662xx,KS,0,0,17,0,3606,4.50%,35,Fully Paid
7500,36 months,1 year,MORTGAGE,234600,Source Verified,945xx,CA,0,0,21,0,82153,88.10%,45,Fully Paid
5000,36 months,10+ years,MORTGAGE,105000,Not Verified,168xx,PA,0,0,12,0,70432,89.30%,24,Fully Paid
6000,36 months,10+ years,MORTGAGE,57000,Not Verified,317xx,GA,0,5,14,0,14650,24.50%,25,Fully Paid
6000,36 months,< 1 year,MORTGAGE,67000,Not Verified,549xx,WI,0,2,11,0,42518,68.90%,32,Fully Paid
